Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
004-354-978-109-444,Yandex Users’ Needs in Knowledge on Psychology,2019-12-15,2019,journal article,RUDN Journal of Psychology and Pedagogics,23131705; 23131683,Peoples' Friendship University of Russia,,Juliet A. Kitova; Китова Джульетта Альбертовна; Natalia R. Aprelikova; Апреликова Наталия Руслановна,"Modern information technology space provides people with new opportunities for learning about the world, acquiring additional knowledge and satisfying cognitive needs. The paper analyzes the requests and characteristic features of the needs for knowledge on psychology of the Internet users in the Russian Federation. The study was conducted on the basis of the search queries in Yandex. The speciﬁc user requests demonstrate a heterogeneous level of interest in various branches of psychology, which allows highlighting the structural and substantial features of the respondents’ needs in psychology knowledge and the forms of obtaining the kind of knowledge they prefer. In general, the research results showed a high level of interest of the Internet users in knowledge on psychology, demonstrated their high orientation towards the search for useful information on personal development, professional activities and the development of favorable relationships with others. The data obtained indicate the most important areas of knowledge on psychology for a modern person and will be useful in the framework of psychological and educational theory and practice. The article points out that the study of the needs of the population in knowledge on psychology should be an integral part of the psychological community, which is responsible for the psychological well-being of people and the development of the psychological culture of society as a whole.",16,4,618,633,The Internet; Information technology; Psychology; Psychological well-being; Space (commercial competition); Population; Education theory; Need for cognition; Personal development; Knowledge management,,,,,http://journals.rudn.ru/psychology-pedagogics/article/view/22812 http://journals.rudn.ru/psychology-pedagogics/article/download/22812/17774,http://dx.doi.org/10.22363/2313-1683-2019-16-4-618-633,,10.22363/2313-1683-2019-16-4-618-633,3006944950,,0,,0,true,cc-by-nc,gold
004-433-229-991-172,"THE PHENOMENA OF OPERATOR OVER-TRUST AND OVER-MISTRUST TO THE INTERFACE ""HUMAN - ARTIFICIAL INTELLIGENCE""",,2021,journal article,Институт психологии Российской академии наук. Организационная психология и психология труда,25418688,Institute of Psychology Russian Academy of Sciences,,Alexander A. Oboznov; Anna Yu. Akimova; Oxana V. Runets,,6,2,4,20,Interface (matter); Operator (biology); Psychology; Computer science; Cognitive psychology; Artificial intelligence; Human–computer interaction; Biology; Operating system; Biochemistry; Bubble; Repressor; Maximum bubble pressure method; Transcription factor; Gene,,,,,,http://dx.doi.org/10.38098/ipran.opwp_2021_19_2_001,,10.38098/ipran.opwp_2021_19_2_001,,,0,,1,true,,gold
004-764-844-501-063,"REVIEW OF THE MONOGRAPH ""COMMUNICATIVE DIFFICULTIES IN CHILDREN UNDER MULTICULTURAL SOCIAL ENVIRONMENT""",,2021,journal article,Институт психологии Российской академии наук. Организационная психология и психология труда,25418688,Institute of Psychology Russian Academy of Sciences,,Olga.I. Makhovskaya,,6,4,273,276,Multiculturalism; Sociology; Psychology; Pedagogy,,,,,,http://dx.doi.org/10.38098/ipran.opwp_2021_21_4_011,,10.38098/ipran.opwp_2021_21_4_011,,,0,,0,true,,gold
004-782-468-216-646,Ретроспективный анализ посттравматического стресса в годы Великой Отечественной войны,,2021,journal article,Clinical Psychology and Special Education,23040394,Moscow State University of Psychology and Education,,E N Dymova,"<jats:p>Based on the results of studies of psycho-traumatic events that can cause post-traumatic stress and post-traumatic stress disorder, carried out in the laboratory of post-traumatic stress and the laboratory of developmental psychology of the subject in normal and post- traumatic states of the Institute of Psychology of the Russian Academy of Sciences, the article assumes and analyzes the features of stressful situations characteristic of the time of the Great World War II. Such events have an intense negative impact and require strong coping resources, and, thus, can be accompanied by traumatic stress for the individual with various consequences. Of the many possible categories of events, this article analyzes those related to the death of loved ones, the news of this, emotional violence and the war in general, as an extremely difficult life period. It has been shown that a person's experience of post-traumatic stress in such circumstances has its own specifics, namely, the problems and probable difficulties that a person encounters in unfamiliar conditions can increase the symptoms of traumatic experience. It was also shown that social support continues to remain as the main resource in coping with stress as a protection against adverse environmental factors and a source of social and psychological resources. During the war, it was of great importance, people rendered it to each other regardless of the degree of kinship, social origin, level of education, common interests.</jats:p>",10,3,1,16,Medicine,post-traumatic stress; the Great Patriotic War; traumatic events; difficult situations; death of loved ones; emotional abuse; social support,,,Ministry of Education and Science of the Russian Federation,https://psyjournals.ru/files/123709/cpse_2021_n3_Dymova.pdf https://psyjournals.ru/psyclin/2021/n3/Dymova.shtml,http://dx.doi.org/10.17759/cpse.2021100301,,10.17759/cpse.2021100301,3205280774,,0,012-202-366-166-074; 033-403-546-345-574; 067-795-164-130-059; 081-407-254-267-278; 084-466-424-259-561; 095-357-803-939-395; 114-449-796-702-335; 117-756-552-820-713; 127-927-128-542-001; 143-446-159-423-577,5,true,cc-by-nc,gold
005-599-039-412-121,Схема собственного тела у змей Lampropeltis triangulum campbelli,,2015,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,И А Хватов; А Ю Соколов; А Н Харитонов,"<jats:p>Вody schemata in snakes Lampropeltis triangulum campbelli were studied using the technique of finding the way through the holes of different diameters when the animals had to take into account the enlarged limits of their bodies. The diameters of the snakes’ bodies were increased by feeding them on mice thus producing a bulkу thickening. As the body diameter increased so that it prevented the snakes from moving through the holes in a previously learned way, the animals were able to learn anew quite adequately to the situation change. However, when the location of the holes was changed, the snakes were unable to transfer this experience into a new situation.</jats:p>",8,2,119,138,Biology,,,,,https://psyjournals.ru/files/76843/exp_2015_n2_Khvatov.pdf https://psyjournals.ru/en/exp/2015/n2/Khvatov_etal.shtml,http://dx.doi.org/10.17759/exppsy.2015080209,,10.17759/exppsy.2015080209,2102790970,,0,005-281-951-816-423; 005-599-039-412-121; 025-151-581-251-997; 063-171-520-779-583; 065-779-472-032-837; 085-641-213-675-698,4,true,cc-by-nc,gold
005-935-496-596-448,Psychometric properties of instruments of measurement of social comparison orientation,,2019,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,T N Savchenko; E S Samoylenko; A V Korbut,"<jats:p>In the article, the results of a comparative analysis of psychometric properties of the Iowa-Netherlands Social Comparison Orientation Measure (INCOM) (Gibbons, Buunk, 1999) versions administered to different cultural samples (American, English, Dutch, German and Russian), and Russian Social Comparison Orientation Questionnaire (RSCOQ) (Samoylenko, 2012, in Russian) are presented. For the INCOM versions, similarity in their high reliability and differences in their factor structures as well as in the ways to measure their construct and external validity were revealed. For the INCOM and RSCOQ, significant positive associations between their comparison orientaion total measures as well as their separate factors were revealed. This means a possibility to combine the two instruments when testing individual differences in social comparison orientation.</jats:p>",12,2,112,130,Psychology; Cognitive psychology; Social comparison orientation,,,,Federal Agency for Scientific Organizations,https://psyjournals.ru/files/107773/exppsy_2019_n2_Savchenko_et_al.pdf https://psyjournals.ru/en/exp/2019/n2/Savchenko.shtml,http://dx.doi.org/10.17759/exppsy.2019120209,,10.17759/exppsy.2019120209,2964171474,,0,000-991-541-132-664; 001-717-983-205-60X; 004-346-738-890-622; 014-524-358-717-977; 019-303-532-604-20X; 024-654-903-254-583; 028-850-638-489-819; 033-619-454-704-456; 041-853-333-534-521; 045-948-939-072-322; 048-862-644-299-628; 060-605-915-349-365; 061-781-906-875-186; 065-358-145-514-884; 077-938-218-239-761; 132-578-094-443-168; 141-426-223-628-454; 144-065-392-337-162; 160-181-042-910-641; 166-521-795-027-761; 174-573-996-533-251; 188-414-747-022-40X,1,true,cc-by-nc,gold
006-780-516-623-400,Representation of physical self and protection of ego in women with eating disorders,,2015,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,E V Kamenetskaya; T A Rebeko,"<jats:p>In the article we studied the relationship between eating disorders, and cognitive and personality variables. We present the results of the study of women using techniques to assess the relationship between eating disorders (like overeating), cognitive style (field dependence / field independence), with their bodies and aggression.</jats:p>",8,3,118,128,Psychology; Representation (systemics); Eating disorders; Psychotherapist; Id  ego and super-ego,field dependence / field independence; fixity / mobility violation of eating behavior; deficit and constructive aggression; body image,,,,https://psyjournals.ru/files/79358/exp_2015_n3_copyright_Kamenetskaya.pdf https://psyjournals.ru/exp/2015/n3/Kamenetskaya_et_al.shtml http://psyjournals.ru/files/79358/exp_2015_n3_copyright_Kamenetskaya.pdf,http://dx.doi.org/10.17759/exppsy.2015080311,,10.17759/exppsy.2015080311,2234325004,,0,033-040-727-781-885; 040-211-077-087-994,3,true,cc-by-nc,gold
007-667-477-108-220,Обобщенные шкалы контент-анализа проективных рассказов теста социальной мотивации (ТСМ). Корреляционные связи. Часть 2,,2018,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,Н А Алмаев; О В Мурашева; Ю В Бессонова; Н И Киселева,"<jats:p>The topic of the relative impact of motivation and intelligence was investigated on the sample of students of Humanities at one of the ordinary universities of Moscow. Motivation was measured twofold with semi-projective Test of Social Motivation (Almayev, Murasheva 2012) and by «Motivation to work Profile» by Ritchie and Martin (psychometrically checked and adopted for the Russian sample). Intelligence was measured with Amthauer test. No significant correlations were found between both intelligence and motivational scales with the educational scores. Exception were the two content analysis scales those detect stress: “Negative emotions”(0,22), and “Negative events”(0,24) and their sum “Fear to live” (0,32). Moderate stress accompanies academic success. The influence of Power, Achievement and Affiliation motives was not detected. Two intellectual scales those dialed with spatial imagination and spatial generalization positively correlated with “impulse control” r=0,22 content analyses scale and negatively with the “Motivational conflict” r=-0,35 for spatial generalization, and -0,28 for spatial relation. Achievement scale correlated negatively with spatial imagination r=-0,26 that rise suspect regarding whether this motive was not partially of the compensative nature in this sample. Validity of nPower was also tested. Need for Power consists of two rather independent constructs: Rivalry and Loyalty with their connection being positive but weak and detectable only on relatively big samples.</jats:p>",11,3,108,119,Psychology,проективные рассказы; контент-анализ; шкалы; мотивация; критериальная валидность,,,,https://psyjournals.ru/files/95597/expppsy_2018_n3_Almayev_Murasheva_et_al.pdf https://psyjournals.ru/exp/2018/n3/Almayev_Murasheva_et_al.shtml,http://dx.doi.org/10.17759/exppsy.2018110308,,10.17759/exppsy.2018110308,2898092109,,0,022-545-457-747-517; 056-973-828-431-293; 096-937-756-275-30X; 125-528-103-941-822; 131-544-306-444-241; 131-893-632-835-34X,0,true,cc-by-nc,gold
008-201-625-264-324,Самооценка и косвенная оценка стресса и стрессовой ситуации детьми 8-12 лет,2023-03-31,2023,journal article,Психология. Журнал Высшей школы экономики,18138918; 25419226,"National Research University, Higher School of Economics (HSE)",Russian Federation,Наталья Харламенкова; Дарья Никитина; Екатерина Дымова,"<jats:p>Целью настоящего исследования стало изучение степени соответствия между самооценкой и косвенной оценкой стрессового события детьми младшего школьного возраста. Участниками исследования выступили младшие школьники в количестве 132 человек в возрасте 8–12 лет, обучающиеся в 3–4-х классах одной из школ Московской области. Косвенная оценка стресса измерялась с помощью проективной методики «Цветовой тест отношений» (ЦТО) Е.Ф. Бажина и А.М. Эткинда, были выбраны два показателя: первый — отнесение ребенком стрессовой ситуации к области приятного (актуальная) или менее приятного (менее актуальная), второй показатель — оценка ребенком стресса как позитивного или негативного явления. Самооценка стресса (прямая оценка) измерялась с помощью детского варианта «Шкалы воспринимаемого стресса» (ШВС-Д) Б.П. Уайт (B.P. White). Результаты исследования показали, что дети в возрасте 8–12 лет способны оценивать стресс дифференцированно: негативно — как дистресс, и положительно — как эустресс. В зависимости от степени актуальности стрессовой ситуации для ребенка и негативности ее косвенной оценки показатели самооценки стресса меняются. У детей, воспринимающих стресс как актуальную для них ситуацию, при косвенной оценке стресса как негативного события самооценка стресса имеет высокий уровень; если стрессовая ситуация косвенно оценивается как позитивное событие, самооценка стресса имеет низкий уровень. При этом позитивная оценка стресса может и выступать показателем успешного с ним совладания, и говорить о психологических защитах, препятствующих преодолению ребенком чувства тревоги и состояния напряжения.</jats:p>",20,1,151,167,Materials science,,,,,https://cyberleninka.ru/article/n/samootsenka-i-kosvennaya-otsenka-stressa-i-stressovoy-situatsii-detmi-8-12-let/pdf https://cyberleninka.ru/article/n/samootsenka-i-kosvennaya-otsenka-stressa-i-stressovoy-situatsii-detmi-8-12-let,http://dx.doi.org/10.17323/1813-8918-2023-1-151-167,,10.17323/1813-8918-2023-1-151-167,,,0,,3,true,,gold
008-334-577-185-013,Посттравматический стресс и принятие решений: перспективы исследований в парадигме нейроэкономики,,2015,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,О Н Боголюбова; А Н Шестакова,"<jats:p>In the modern world, humans risk exposure to traumatic events such as major stress, terrorism, diseases, catastrophes a threat to a persons’ life or health, sexual assault, military experience etc. After being exposed to those, a posttraumatic stress disorder (PTSD) can develop. PTSD symptoms may include re-experiencing, avoidance, withdrawal, hyperarousal, vigilance and reactivity, as well as changes in more complex cognitive and emotional behavior. Recently, PTSD research has focused on the role of early age victimization as a pathological factor. Our paper considers consequences of psychological trauma from the neurobiological point of view. To better understand PTSD, we offer to use paradigms developed by the newly established area of neuroscience called neuroeconomics. We review the neurobiological findings of PTSD with the aim to uncover neurobiological correlates of early child traumatization. We offer to use economic approach and, more specifically, economic games, to interpret PTSD findings in the light of neuroeconomics research.</jats:p>",8,2,60,76,Psychology,post traumatic stress disorder PTSD; childhood victimization; decision making; neuroeconomics; Hypothalamic-pituitary-adrenal axis; amygdala; hippocampus; economical games,,,,https://psyjournals.ru/exp/2015/n2/Bogolyubova_Shestakova_full.shtml https://publications.hse.ru/articles/164141636 https://psyjournals.ru/files/76840/exp_2015_n2_Bogolubova.pdf https://pureportal.spbu.ru/en/publications/%D0%BF%D0%BE%D1%81%D1%82%D1%82%D1%80%D0%B0%D0%B2%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9-%D1%81%D1%82%D1%80%D0%B5%D1%81%D1%81-%D0%B8-%D0%BF%D1%80%D0%B8%D0%BD%D1%8F%D1%82%D0%B8%D0%B5-%D1%80%D0%B5%D1%88%D0%B5%D0%BD%D0%B8%D0%B9-%D0%BF%D0%B5%D1%80%D1%81%D0%BF%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D1%8B-%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2,http://dx.doi.org/10.17759/exppsy.2015080206,,10.17759/exppsy.2015080206,2141583901,,0,000-159-995-313-528; 000-166-324-808-197; 000-533-061-204-712; 003-254-420-718-756; 003-496-631-821-958; 003-999-462-607-807; 007-420-638-968-367; 007-690-849-619-239; 009-056-854-252-691; 010-608-927-967-515; 011-197-682-117-709; 013-220-166-580-508; 013-743-261-423-95X; 016-186-570-397-118; 016-664-572-505-593; 019-156-611-901-213; 024-180-014-112-102; 024-953-859-303-113; 028-432-082-911-268; 031-164-280-946-058; 031-887-268-627-555; 032-625-606-370-155; 033-075-338-591-164; 036-558-148-743-572; 037-143-761-086-445; 039-644-879-933-791; 041-366-543-073-227; 041-666-868-277-636; 043-776-166-450-473; 045-782-144-522-484; 046-986-823-801-670; 047-295-954-276-54X; 061-748-785-041-235; 063-438-198-030-098; 064-357-522-073-535; 068-420-554-061-357; 073-253-475-391-61X; 085-097-318-952-659; 102-484-960-378-847; 104-932-702-217-994; 106-181-933-151-142; 110-856-463-860-83X; 111-536-908-969-189; 112-752-141-651-695; 116-344-379-192-399; 133-322-350-187-907; 133-374-085-676-121; 160-915-068-604-407,4,true,cc-by-nc,gold
008-987-967-526-117,Patterns of Discussion of Current Events by Internet Users: Case Study of Runet Sites,2020-12-15,2020,journal article,RUDN Journal of Psychology and Pedagogics,23131705; 23131683,Peoples' Friendship University of Russia,,Natalya D. Pavlova; Павлова Наталия Дмитриевна; Victoriya A. Afinogenova; Афиногенова Виктория Алексеевна; Taisiya A Grebenschikova; Гребенщикова Таисия Александровна; Irina A. Zachesova; Зачесова Ирина Анатольевна; Tina A. Kubrak; Кубрак Тина Анатольевна,"The article deals with the problem of network discussions representing the new social reality of modern digital society. Communicative online activity sets an idea of what is happening, stimulating interest in the study of post-event Internet discourse. It is noted that the dominant role in this communication environment is played by the focus on promoting one’s own world view and suppressing the activity of other users. This work continues a series of studies aimed at concretising these ideas. In previous studies conducted using the method of intent analysis, it was found that, in the process of discussion, there is a modification of referential objects and a shift in the intentional composition of discourse relative to the initial presentation of the event. In addition to it, differences in the types of post-event discourse were found in terms of the degree of conflict, the composition of intentions, etc. Verification of the revealed patterns associated with the intentional space of post-event discourse was the goal of the study carried out on the material of the discussion of the same event at different sites, i.e. the refusal of Prince Harry and Meghan Markle from the status of members of the royal family. According to the data obtained, a significant modification is confirmed during the discussion of referential objects and the intentional content of discourse regarding the received message: additional reference objects appear, their meaning is blurred, the number of categories of intentions increases many times with the increase of numerous emotionally coloured intentions. At the same time, a shift towards intentions of distancing and discrediting is revealed in relation to most of the discussed thematic objects. The discussion develops mainly due to the focus of users on the comments of interlocutors and the corresponding interactive objects, which is associated with the high dialogueness of post-event discourse. The data obtained allow us to advance in studying the discussion of events by Internet users and understanding which characteristics of the post-event Internet discourse are stable, and which are modified in connection with the leading function, theme, etc.",17,3,504,520,The Internet; Psychology; Cognitive psychology; Social reality; Theme (narrative); Space (commercial competition); Distancing; Composition (language); Event (computing); Meaning (linguistics),интернет-дискурс; обсуждение событий интернет-пользователями; постсобытийный дискурс; интент-анализ; категории речевых интенций; референциальные объекты дискурса © Павлова Н.Д.; Афиногенова В.А.; Гребенщикова Т.А.; Зачесова И.А.; Кубрак Т.А.; 2020,,,,http://journals.rudn.ru/psychology-pedagogics/article/viewFile/24717/18689,http://dx.doi.org/10.22363/2313-1683-2020-17-3-504-520,,10.22363/2313-1683-2020-17-3-504-520,3093733719,,0,,2,true,cc-by-nc,gold
009-071-264-319-935,"IMAGES OF THE PAST, PRESENT AND FUTURE AMONG THE REPRESENTATIVES OF THE “BABY-BOOMER” GENERATION",,2018,journal article,Bulletin of the Moscow State Regional University (Psychology),23107235,Federal State University of Education,,Tat’iana P. Emelyanova; Tatyana V. Belykh; Victoria N. Shabanova,"Аннотация. Статья посвящена анализу социально-психологических характеристик представителей поколения «Бэби-бумеров», выявлению групповых различий в их коллективной памяти и особенностях репрезентации настоящего и будущего. Выборка составила 105 респондентов в возрасте от 56 до 70 лет. Блок методик содержал 7 опросников. Результаты показывают, что, несмотря на значительную однородность социально-психологических характеристик представителей поколения «Бэби-бумеров», были обнаружены различные способы конструирования образов настоящего и будущего у приверженцев разных репрезентаций истории страны. Ключевые слова: образ будущего, коллективная память, поколение «Бэби-бумеров», жизнестойкость.",,3,75,85,Sociology; Media studies; Baby boomers,"image of the future; collective memory; the generation of ""Baby-Boomers""; viability",,,,http://dx.doi.org/10.18384/2310-7235-2018-3-75-85,http://dx.doi.org/10.18384/2310-7235-2018-3-75-85,,10.18384/2310-7235-2018-3-75-85,2900372518,,0,002-743-522-554-589; 060-548-020-975-56X,3,true,cc-by,gold
